wkt_geom,fid,FIELD_ID,SINGLE_NUM,OID_T,SHAPE_AREA,SHAPE_LEN,xcoord,ycoord
Point (130647.12674126376805361 664591.7279331743484363),2147,MC32,32,1541,0,0,130647.1267,664591.7279
Point (130645.36355140501109418 658713.62714596767909825),1268,CT18,18,898,0,0,130645.3636,658713.6271
Point (130637.651001824735431 663287.93338049820158631),1751,BE1,1,1836,0,0,130637.651,663287.9334
Point (130633.80111548068816774 664936.66295943572185934),2239,MC35,35,1544,0,0,130633.8011,664936.663
Point (130626.17754086010972969 658576.32719186693429947),1343,CT28,28,909,0,0,130626.1775,658576.3272
Point (130624.89797228520910721 658968.14617419184651226),1305,CT5,5,923,0,0,130624.898,658968.1462
Point (130616.46210034460818861 657763.58476601133588701),1331,CY27,27,947,0,0,130616.4621,657763.5848
Point (130615.0012703163374681 662907.33822169527411461),586,BE39,39,633,0,0,130615.0013,662907.3382
Point (130614.86476566338387784 656261.40606608940288424),773,IH4,4,1265,0,0,130614.8648,656261.4061
Point (130611.48814885276078712 654851.11902883707080036),769,IH18,18,1261,0,0,130611.4881,654851.119
Point (130609.65369566621666308 667474.38889145967550576),1916,CP60,60,2148,0,0,130609.6537,667474.3889
Point (130609.42930055450415239 659492.39686228323262185),2004,RM13,13,1743,0,0,130609.4293,659492.3969
Point (130605.65507863582752179 656617.91229220165405422),772,IH3,3,1264,0,0,130605.6551,656617.9123
Point (130595.62214535928796977 658508.39000593265518546),1417,CT29,29,910,0,0,130595.6221,658508.39
Point (130593.85614964400883764 671610.8479185386095196),2741,KA19,19,2314,0,0,130593.8561,671610.8479
Point (130589.36248512974998448 659610.46368007594719529),2014,RM8,8,1766,0,0,130589.3625,659610.4637
Point (130579.9819925250048982 664761.22404128429479897),2238,MC34,34,1543,0,0,130579.982,664761.224
Point (130577.33395010240201373 659119.86314282938838005),1989,RM6,6,1764,0,0,130577.334,659119.8631
Point (130575.61568100858130492 665018.24246315390337259),2260,MC36,36,1545,0,0,130575.6157,665018.2425
Point (130573.9045748799253488 665172.66641252324916422),2261,MC37,37,1546,0,0,130573.9046,665172.6664
Point (130572.31684955168748274 644201.04222361627034843),87,GA18,18,74,0,0,130572.3168,644201.0422
Point (130566.16327705299772788 659290.30089148227125406),1915,RM11,11,1741,0,0,130566.1633,659290.3009
Point (130562.47839497626409866 658290.6358322468586266),1420,CT31,31,913,0,0,130562.4784,658290.6358
Point (130553.39456408278783783 654369.43140658433549106),975,DU9,9,1007,0,0,130553.3946,654369.4314
Point (130540.82563381470390595 658414.5373770355945453),1419,CT30,30,912,0,0,130540.8256,658414.5374
Point (130539.04076611113850959 656060.95892763009760529),774,IH5,5,1266,0,0,130539.0408,656060.9589
Point (130524.96492511601536535 659396.85194079764187336),2027,RM14,14,1744,0,0,130524.9649,659396.8519
Point (130522.33207960661093239 642575.22910150093957782),151,KB15,15,100,0,0,130522.3321,642575.2291
Point (130518.65328296337975189 658048.56480628054123372),1182,CT15,15,895,0,0,130518.6533,658048.5648
Point (130513.20672000214108266 665366.97458020783960819),2008,CP35,35,2127,0,0,130513.2067,665366.9746
Point (130507.93409685727965552 658193.9413864619564265),1303,CT39,39,921,0,0,130507.9341,658193.9414
Point (130506.17130366651690565 655255.56601519172545522),1047,IH9,9,1270,0,0,130506.1713,655255.566
Point (130502.21917977547855116 659056.27856709598563612),2013,RM7,7,1765,0,0,130502.2192,659056.2786
Point (130492.91396136932598893 656805.17615814658347517),1360,LN2,2,1466,0,0,130492.914,656805.1762
Point (130479.81506276469735894 671052.78965973446611315),2761,KA21,21,2317,0,0,130479.8151,671052.7897
Point (130478.82646589273645077 658826.36032584134954959),1306,CT6,6,924,0,0,130478.8265,658826.3603
Point (130463.51847803259443026 642807.15756845741998404),152,KB17,17,101,0,0,130463.5185,642807.1576
Point (130457.4969961400347529 657164.39695789746474475),777,LN28,28,1471,0,0,130457.497,657164.397
Point (130457.32946049672318622 659407.96800575463566929),2028,RM15,15,1745,0,0,130457.3295,659407.968
Point (130456.82991465560917277 644825.7381345103494823),64,GA11,11,83,0,0,130456.8299,644825.7381
Point (130453.63924933139060158 654895.1045517292805016),1054,IH11,11,985,0,0,130453.6392,654895.1046
Point (130443.35696849662053864 643486.73200949397869408),143,KB30,30,92,0,0,130443.357,643486.732
Point (130428.08767169674683828 665734.04581784037873149),2088,CP41,41,2132,0,0,130428.0877,665734.0458
Point (130428.0606992968096165 666263.25999070610851049),2642,CP42,42,3093,0,0,130428.0607,666263.26
Point (130415.48882867681095377 658542.59377321240026504),1401,CT8,8,926,0,0,130415.4888,658542.5938
Point (130414.60044797537557315 645020.27451582648791373),235,GA12,12,280,0,0,130414.6004,645020.2745
Point (130411.34913366868568119 667175.39962178689893335),2082,CP17,17,2108,0,0,130411.3491,667175.3996
Point (130399.86734605276433285 666250.76468584721442312),35,CP43,43,15,0,0,130399.8673,666250.7647
Point (130395.23671500920318067 655672.6201454468537122),1045,IH7,7,1268,0,0,130395.2367,655672.6201
Point (130394.4906672239449108 658304.5702930229017511),1302,CT38,38,920,0,0,130394.4907,658304.5703
Point (130393.69479493022663519 643183.69130437716376036),144,KB18,18,93,0,0,130393.6948,643183.6913
Point (130387.06747866855585016 644711.84774255030788481),65,GA9,9,84,0,0,130387.0675,644711.8477
Point (130387.04250905112712644 664814.99081326485611498),2263,MC39,39,1548,0,0,130387.0425,664814.9908
Point (130384.25466893895645626 644614.0658914401428774),66,GA10,10,85,0,0,130384.2547,644614.0659
Point (130377.32533395204518456 659201.86805637355428189),2029,RM16,16,1746,0,0,130377.3253,659201.8681
Point (130376.82152251465595327 656830.81504391483031213),778,LN29,29,1472,0,0,130376.8215,656830.815
Point (130371.34552143150358461 658103.78898917674086988),1181,CT14,14,894,0,0,130371.3455,658103.789
Point (130363.59575774858240038 655954.52670116897206753),1044,IH6,6,1267,0,0,130363.5958,655954.5267
Point (130358.94927559976349585 667452.72749399428721517),2005,CP32,32,2124,0,0,130358.9493,667452.7275
Point (130357.45121539695537649 664178.92055117955897003),2167,MC43,43,1553,0,0,130357.4512,664178.9206
Point (130348.6701565315015614 664612.64768723421730101),2164,MC40,40,1550,0,0,130348.6702,664612.6477
Point (130347.80186434711504262 663128.88641576142981648),2867,US2,2,2680,0,0,130347.8019,663128.8864
Point (130341.31749396049417555 665242.78533516055904329),2009,CP36,36,2128,0,0,130341.3175,665242.7853
Point (130324.29927587609563489 662957.07559418131131679),2850,US3,3,2690,0,0,130324.2993,662957.0756
Point (130322.25226512436347548 655005.03679566795472056),768,IH17,17,1260,0,0,130322.2523,655005.0368
Point (130321.00317762799386401 658901.25691800739150494),2030,RM17,17,1747,0,0,130321.0032,658901.2569
Point (130313.86390884048887528 665041.24931376718450338),2262,MC38,38,1547,0,0,130313.8639,665041.2493
Point (130296.2608838406013092 657699.10053229110781103),510,CT23,23,553,0,0,130296.2609,657699.1005
Point (130294.56010104663437232 667001.82672133960295469),1979,CP11,11,2102,0,0,130294.5601,667001.8267
Point (130292.0124273724068189 667242.54123309475835413),2062,CP14,14,2105,0,0,130292.0124,667242.5412
Point (130288.92077328368031885 658408.08639716554898769),1421,CT32,32,914,0,0,130288.9208,658408.0864
Point (130279.55288232906605117 656479.87141428980976343),1005,LN3,3,1473,0,0,130279.5529,656479.8714
Point (130276.97344542903010733 642394.78687472082674503),99,KB22,22,107,0,0,130276.9734,642394.7869
Point (130259.38011280384671409 644836.45018411125056446),60,GA13,13,79,0,0,130259.3801,644836.4502
Point (130247.72921244629833382 658603.62892034032847732),1400,CT7,7,925,0,0,130247.7292,658603.6289
Point (130245.7445199701905949 658162.11845782829914242),1160,CT13,13,893,0,0,130245.7445,658162.1185
Point (130235.77660844520141836 659067.84632296639028937),2031,RM18,18,1748,0,0,130235.7766,659067.8463
Point (130231.45213320970651694 666707.51991366664879024),1918,CP8,8,2150,0,0,130231.4521,666707.5199
Point (130228.6706766583956778 643678.68517361453268677),112,GL1,1,118,0,0,130228.6707,643678.6852
Point (130222.48119958343158942 655492.08124265028163791),1046,IH8,8,1269,0,0,130222.4812,655492.0812
Point (130216.65554604325734545 665474.06641289149411023),2089,CP44,44,2133,0,0,130216.6555,665474.0664
Point (130210.93745585961733013 665813.65226136951241642),2012,CP40,40,2131,0,0,130210.9375,665813.6523
Point (130193.57030641711025964 670043.26749458536505699),1587,BU7,7,2047,0,0,130193.5703,670043.2675
Point (130169.4732399262720719 642638.64184963796287775),154,KB19,19,103,0,0,130169.4732,642638.6418
Point (130153.33694505202583969 645114.73796345002483577),236,GA15,15,281,0,0,130153.3369,645114.738
Point (130133.7096010664536152 658214.68720418319571763),1159,CT12,12,892,0,0,130133.7096,658214.6872
Point (130126.25644255409133621 664875.9503634168067947),2168,MC44,44,1554,0,0,130126.2564,664875.9504
Point (130120.47778369369916618 665243.10778690315783024),2114,CP49,49,2138,0,0,130120.4778,665243.1078
Point (130120.46704141498776153 662998.14143063791561872),2852,US4,4,2692,0,0,130120.467,662998.1414
Point (130119.76777812649379484 666470.58554874535184354),1917,CP7,7,2149,0,0,130119.7678,666470.5855
Point (130115.8693656508839922 658955.92194670753087848),2032,RM19,19,1749,0,0,130115.8694,658955.9219
Point (130106.48033520580793265 663689.97009044024161994),1769,US28,28,1837,0,0,130106.4803,663689.9701
Point (130103.40659368287015241 658714.82365643384400755),2134,RM20,20,1751,0,0,130103.4066,658714.8237
Point (130101.3740547715278808 662879.99226849398110062),2853,US5,5,2693,0,0,130101.3741,662879.9923
Point (130086.53144217423687223 669050.03043970512226224),1831,BU17,17,2040,0,0,130086.5314,669050.0304
Point (130074.81355286278994754 655944.39911153691355139),1008,LN32,32,1476,0,0,130074.8136,655944.3991
Point (130066.5128508530324325 665667.30956622783560306),2090,CP45,45,2134,0,0,130066.5129,665667.3096
Point (130065.25022625671408605 658447.6787002986529842),1402,CT9,9,927,0,0,130065.2502,658447.6787
Point (130046.54396958916913718 666180.68982104363385588),2071,CP6,6,2147,0,0,130046.544,666180.6898
Point (130041.63733688795764465 667273.72720924532040954),2063,CP15,15,2106,0,0,130041.6373,667273.7272
Point (130035.3277567974437261 644933.6272473456338048),59,GA14,14,78,0,0,130035.3278,644933.6272
Point (130035.03105267680075485 656145.64879676315467805),2085,LN4,4,1479,0,0,130035.0311,656145.6488
Point (130033.95539267569256481 643762.78118703048676252),113,GL2,2,119,0,0,130033.9554,643762.7812
Point (130033.44473064820340369 665501.83902820362709463),2091,CP46,46,2135,0,0,130033.4447,665501.839
Point (130032.36329214539728127 667062.4674183257156983),1980,CP12,12,2103,0,0,130032.3633,667062.4674
Point (130030.6568761636299314 665913.33611670427490026),1738,CP26,26,1853,0,0,130030.6569,665913.3361
Point (130019.48613595479400828 655511.46660935832187533),1092,IH14,14,1257,0,0,130019.4861,655511.4666
Point (129995.70329216799291316 658329.57084493769798428),1285,CT10,10,890,0,0,129995.7033,658329.5708
Point (129992.35336048204044346 658861.53998933196999133),2135,RM21,21,1752,0,0,129992.3534,658861.54
Point (129985.91304713379940949 666792.87183977302629501),1919,CP9,9,2151,0,0,129985.913,666792.8718
Point (129955.71431821238365956 669429.90075959975365549),1585,BU5,5,2045,0,0,129955.7143,669429.9008
Point (129954.34058474432094954 665799.42116508726030588),1905,CP23,23,2115,0,0,129954.3406,665799.4212
Point (129953.10231859410123434 658604.92162631452083588),2337,RM22,22,1753,0,0,129953.1023,658604.9216
Point (129945.20824589037511032 657903.32180750230327249),511,CT22,22,554,0,0,129945.2082,657903.3218
Point (129942.76968779128219467 642089.15227073698770255),104,KB23,23,110,0,0,129942.7697,642089.1523
Point (129942.65461103005509358 642700.2077434795210138),96,KB14,14,104,0,0,129942.6546,642700.2077
Point (129939.85971710146986879 658160.61610422981902957),1286,CT11,11,891,0,0,129939.8597,658160.6161
Point (129938.27317592786857858 665309.97091470216400921),2112,CP47,47,2136,0,0,129938.2732,665309.9709
Point (129928.84124030830571428 655304.69428285723552108),767,IH16,16,1259,0,0,129928.8412,655304.6943
Point (129921.21566003168118186 663176.41786578542087227),3065,US6,6,2694,0,0,129921.2157,663176.4179
Point (129918.13113291308400221 642337.15291059075389057),103,KB7,7,109,0,0,129918.1311,642337.1529
Point (129917.89987630584801082 642920.12316877744160593),153,KB16,16,102,0,0,129917.8999,642920.1232
Point (129904.46785605204058811 658044.29983312147669494),512,CT21,21,555,0,0,129904.4679,658044.2998
Point (129893.79208273124822881 665871.73261387716047466),1904,CP22,22,2114,0,0,129893.7921,665871.7326
Point (129879.75090113257465418 665714.90533324982970953),1906,CP24,24,2116,0,0,129879.7509,665714.9053
Point (129866.54880714439786971 656435.7381383900064975),2182,LN8,8,1483,0,0,129866.5488,656435.7381
Point (129864.7612064089771593 644566.11795769829768687),58,GA19,19,77,0,0,129864.7612,644566.118
Point (129860.80195967249164823 665555.35465243109501898),1935,CP27,27,2118,0,0,129860.802,665555.3547
Point (129859.44204095426539425 656737.28575025603640825),1007,LN31,31,1475,0,0,129859.442,656737.2858
Point (129839.67015179866575636 664953.49005188723094761),2610,LY25,25,2456,0,0,129839.6702,664953.4901
Point (129830.90381933967000805 666199.23321944137569517),2269,CP2,2,2111,0,0,129830.9038,666199.2332
Point (129830.56320669723208994 667373.67172586277592927),2083,CP18,18,2109,0,0,129830.5632,667373.6717
Point (129812.25585582022904418 667076.43550942640285939),2061,CP13,13,2104,0,0,129812.2559,667076.4355
Point (129805.31354820731212385 666583.32353325583972037),2293,CP5,5,2139,0,0,129805.3135,666583.3235
Point (129779.23010852174775209 658801.12886826216708869),2338,RM23,23,1754,0,0,129779.2301,658801.1289
Point (129769.07863356458256021 655225.95385415747296065),766,IH15,15,1258,0,0,129769.0786,655225.9539
Point (129767.81462187587749213 665413.29430576192680746),1937,CP29,29,2120,0,0,129767.8146,665413.2943
Point (129760.08085332885093521 641841.48860207537654787),142,KB9,9,91,0,0,129760.0809,641841.4886
Point (129756.46164637523179408 663364.99029791925568134),2757,US7,7,2695,0,0,129756.4616,663364.9903
Point (129752.78704103184281848 664684.07797518512234092),2496,LY26,26,2457,0,0,129752.787,664684.078
Point (129752.64081677536887582 669508.72880859056022018),1586,BU6,6,2046,0,0,129752.6408,669508.7288
Point (129751.01297134209016804 668427.70440509752370417),1852,BU2,2,2042,0,0,129751.013,668427.7044
Point (129745.5233831371733686 667687.84581811027601361),2131,CP30,30,2122,0,0,129745.5234,667687.8458
Point (129745.06326059640559833 658583.30270275822840631),2339,RM24,24,1755,0,0,129745.0633,658583.3027
Point (129734.76706690600258298 655899.37105143524240702),2086,LN5,5,1480,0,0,129734.7671,655899.3711
Point (129726.78807663159386721 665870.14452129311393946),1903,CP21,21,2113,0,0,129726.7881,665870.1445
Point (129716.30352647324616555 655707.69632339535746723),1009,LN33,33,1477,0,0,129716.3035,655707.6963
Point (129709.72501149475283455 666901.63198772713076323),1978,CP10,10,2101,0,0,129709.725,666901.632
Point (129698.17985512434097473 644813.99280285998247564),89,GA20,20,76,0,0,129698.1799,644813.9928
Point (129690.9128551416361006 667085.95906174450647086),2064,CP16,16,2107,0,0,129690.9129,667085.9591
Point (129690.01163523670402355 674498.76496393966954201),1796,AN26,26,1874,0,0,129690.0116,674498.765
Point (129688.60758104169508442 669245.81777912168763578),1854,BU4,4,2044,0,0,129688.6076,669245.8178
Point (129685.41437690757447854 668940.90035818459000438),1832,BU18,18,2041,0,0,129685.4144,668940.9004
Point (129682.5018685492395889 667365.11649326083716005),2268,CP19,19,2110,0,0,129682.5019,667365.1165
Point (129680.59532609343295917 663188.69792696076910943),2837,US10,10,2670,0,0,129680.5953,663188.6979
Point (129676.58012963963847142 643671.94399784610141069),68,GL3,3,120,0,0,129676.5801,643671.944
Point (129671.32900695393618662 663291.16940507746767253),2838,US11,11,2671,0,0,129671.329,663291.1694
Point (129670.28640064220235217 642765.30671459320001304),147,KB13,13,96,0,0,129670.2864,642765.3067
Point (129667.9042951445444487 663488.14621419797185808),2758,US8,8,2696,0,0,129667.9043,663488.1462
Point (129652.71518735638528597 663800.63745247933547944),2849,US29,29,2689,0,0,129652.7152,663800.6375
Point (129643.97513125736440998 642352.5734321967465803),105,KB5,5,111,0,0,129643.9751,642352.5734
Point (129633.95285788871115074 642450.7689641643082723),100,KB6,6,108,0,0,129633.9529,642450.769
Point (129633.3516387209383538 658338.25773544982075691),556,AL15,15,564,0,0,129633.3516,658338.2577
Point (129619.95279815078538377 665655.08524046279489994),1934,CP25,25,2117,0,0,129619.9528,665655.0852
Point (129615.41825995924591552 643294.05712021444924176),504,UK30,30,523,0,0,129615.4183,643294.0571
Point (129613.87593243517039809 659034.40809619973879308),1986,RM31,31,1761,0,0,129613.8759,659034.4081
Point (129608.74200490651128348 665017.29910090251360089),2609,LY24,24,2455,0,0,129608.742,665017.2991
Point (129608.0156473214738071 666662.50513359322212636),2011,CP4,4,2130,0,0,129608.0156,666662.5051
Point (129604.80985650459479075 665277.30496101756580174),2113,CP48,48,2137,0,0,129604.8099,665277.305
Point (129602.47178643038205337 665976.54935290233697742),2270,CP20,20,2112,0,0,129602.4718,665976.5494
Point (129581.82680855225771666 666392.63363821431994438),1977,CP1,1,2100,0,0,129581.8268,666392.6336
Point (129580.81187217489059549 644634.24955819849856198),88,GA21,21,75,0,0,129580.8119,644634.2496
Point (129574.32578119914978743 642173.03868551726918668),107,KB4,4,113,0,0,129574.3258,642173.0387
Point (129556.20907154101587366 667046.21722827653866261),2070,CP59,59,2146,0,0,129556.2091,667046.2172
Point (129545.73437132018443663 664409.93843236600514501),2506,LY17,17,2447,0,0,129545.7344,664409.9384
Point (129545.71919695103133563 663398.25328719872049987),2860,US13,13,2673,0,0,129545.7192,663398.2533
Point (129539.6580266859382391 641955.40530287241563201),108,KB8,8,114,0,0,129539.658,641955.4053
Point (129536.09633007818774786 658804.39395945274736732),2340,RM25,25,1756,0,0,129536.0963,658804.394
Point (129535.76469551287300419 668012.42745060182642192),2006,CP33,33,2125,0,0,129535.7647,668012.4275
Point (129532.06807601553737186 656119.36763506243005395),2183,LN9,9,1484,0,0,129532.0681,656119.3676
Point (129526.66203941812273115 665443.65886534831952304),1936,CP28,28,2119,0,0,129526.662,665443.6589
Point (129516.57110772308078595 663660.29289637366309762),2759,US9,9,2697,0,0,129516.5711,663660.2929
Point (129506.96667643799446523 665145.55449488502927125),2517,LY27,27,2458,0,0,129506.9667,665145.5545
Point (129496.77996330341557041 669065.36291858751792461),1853,BU3,3,2043,0,0,129496.78,669065.3629
Point (129493.44500297789636534 667594.87036420253571123),2007,CP34,34,2126,0,0,129493.445,667594.8704
Point (129474.90167470640153624 656471.67385109700262547),2087,LN6,6,1481,0,0,129474.9017,656471.6739
Point (129472.94113011694571469 666732.98007196036633104),1938,CP3,3,2121,0,0,129472.9411,666732.9801
Point (129469.07025608200638089 669827.91039973904844373),1588,BU9,9,2048,0,0,129469.0703,669827.9104
Point (129468.82287863081728574 663500.61104848294053227),2861,US14,14,2674,0,0,129468.8229,663500.611
Point (129458.43376947553770151 663326.95866187300998718),2839,US12,12,2672,0,0,129458.4338,663326.9587
Point (129454.82700835735886358 664869.75881073146592826),2946,LY32,32,2464,0,0,129454.827,664869.7588
Point (129441.82591692966525443 673795.7745111333206296),1779,AN23,23,1872,0,0,129441.8259,673795.7745
Point (129436.35418397704779636 642282.73179454228375107),106,KB3,3,112,0,0,129436.3542,642282.7318
Point (129426.24103160988306627 667674.84093927650246769),2132,CP31,31,2123,0,0,129426.241,667674.8409
Point (129420.0142378525051754 642604.77762204885948449),98,KB10,10,106,0,0,129420.0142,642604.7776
Point (129413.36474693793570623 658986.75968451914377511),2341,RM26,26,1757,0,0,129413.3647,658986.7597
Point (129408.36128727860341314 643866.41064894606824964),70,GL4,4,122,0,0,129408.3613,643866.4106
Point (129397.00636825239052996 664261.25380916555877775),2951,LY8,8,2469,0,0,129397.0064,664261.2538
Point (129394.29507467299117707 663270.81704199884552509),2866,US19,19,2679,0,0,129394.2951,663270.817
Point (129376.44626368381432258 674364.67252059816382825),1795,AN25,25,1873,0,0,129376.4463,674364.6725
Point (129365.59958399001334328 658764.97323564393445849),1894,RM27,27,1758,0,0,129365.5996,658764.9732
Point (129358.35684784092882182 666525.21843074518255889),1961,CP51,51,2141,0,0,129358.3568,666525.2184
Point (129356.64507815023534931 663667.27504700876306742),2865,US18,18,2678,0,0,129356.6451,663667.275
Point (129351.18061706774460617 642816.81793157279025763),145,KB12,12,94,0,0,129351.1806,642816.8179
Point (129343.50270192275638692 664999.30635625869035721),2608,LY23,23,2454,0,0,129343.5027,664999.3064
Point (129335.90830886733601801 666177.35853900061920285),2065,AO33,33,1917,0,0,129335.9083,666177.3585
Point (129335.71212709677638486 674764.13729308976326138),1797,AN27,27,1875,0,0,129335.7121,674764.1373
Point (129326.57413395238108933 664197.96994248416740447),2950,LY7,7,2468,0,0,129326.5741,664197.9699
Point (129306.94275821332121268 663425.34802864445373416),2862,US15,15,2675,0,0,129306.9428,663425.348
Point (129300.83283788122935221 643367.98800980986561626),499,UK21,21,518,0,0,129300.8328,643367.988
Point (129300.22007930268591736 664003.45655434741638601),2948,LY5,5,2466,0,0,129300.2201,664003.4566
Point (129276.60642170388018712 658563.45436883717775345),516,AL1,1,559,0,0,129276.6064,658563.4544
Point (129274.40949675334559288 664793.00759878882672638),2607,LY22,22,2453,0,0,129274.4095,664793.0076
Point (129274.25297500804299489 643858.39239843212999403),71,GL5,5,123,0,0,129274.253,643858.3924
Point (129270.47639601308037527 655942.99166097515262663),936,LN10,10,1457,0,0,129270.4764,655942.9917
Point (129267.12832982996769715 663578.12806394090875983),2864,US17,17,2677,0,0,129267.1283,663578.1281
Point (129262.5033984934707405 668567.33810913586057723),1695,BU1,1,2038,0,0,129262.5034,668567.3381
Point (129259.76827237544057425 664630.2251452476484701),2579,LY18,18,2448,0,0,129259.7683,664630.2251
Point (129254.47750742599600926 643619.21176531363744289),136,GL7,7,138,0,0,129254.4775,643619.2118
Point (129239.04591806141252164 665276.43803479266352952),2518,LY28,28,2459,0,0,129239.0459,665276.438
Point (129229.36544546653749421 656189.41292133380193263),2181,LN7,7,1482,0,0,129229.3654,656189.4129
Point (129224.10548710462171584 664126.63947283150628209),2949,LY6,6,2467,0,0,129224.1055,664126.6395
Point (129223.86943906135275029 665099.95287866238504648),2803,LY30,30,2462,0,0,129223.8694,665099.9529
Point (129219.54849765007384121 642166.16386112617328763),109,KB2,2,115,0,0,129219.5485,642166.1639
Point (129215.48462470402591862 673816.71781946951523423),2119,AN39,39,1885,0,0,129215.4846,673816.7178
Point (129211.80681269057095051 663860.4874923552852124),2746,US25,25,2686,0,0,129211.8068,663860.4875
Point (129207.1364322373556206 667148.79280863481108099),2069,CP58,58,2145,0,0,129207.1364,667148.7928
Point (129189.12262050155550241 664248.33880565746221691),2947,LY4,4,2465,0,0,129189.1226,664248.3388
Point (129184.64534237596672028 643772.63612318562809378),69,GL6,6,121,0,0,129184.6453,643772.6361
Point (129182.81352299908758141 642688.19112763204611838),146,KB11,11,95,0,0,129182.8135,642688.1911
Point (129170.57255667293793522 665704.79976256843656301),2330,AO55,55,1937,0,0,129170.5726,665704.7998
Point (129161.31209647604555357 663485.98083949810825288),2863,US16,16,2676,0,0,129161.3121,663485.9808
Point (129154.01865297998301685 657909.69451057759579271),558,AL18,18,566,0,0,129154.0187,657909.6945
Point (129147.89985639034421183 666660.6395936431363225),1962,CP55,55,2142,0,0,129147.8999,666660.6396
Point (129142.1898917136277305 657159.49438886379357427),2390,LN25,25,3097,0,0,129142.1899,657159.4944
Point (129141.8858419655734906 658395.21381481247954071),560,AL2,2,568,0,0,129141.8858,658395.2138
Point (129141.54582761920755729 664760.64498928864486516),2603,LY19,19,2449,0,0,129141.5458,664760.645
Point (129124.19470646655827295 655596.44737512455321848),1003,LN11,11,1458,0,0,129124.1947,655596.4474
Point (129121.51318148527934682 664238.60502075345721096),1739,LY9,9,1854,0,0,129121.5132,664238.605
Point (129113.35604563096421771 642426.32383790682069957),97,KB21,21,105,0,0,129113.356,642426.3238
Point (129106.82327463202818763 663264.85789201164152473),2729,US21,21,2682,0,0,129106.8233,663264.8579
Point (129106.5939440502988873 658108.1445571972290054),557,AL17,17,565,0,0,129106.5939,658108.1446
Point (129083.37101822045224253 665148.79197873268276453),2945,LY31,31,2463,0,0,129083.371,665148.792
Point (129079.41671005166426767 643864.18448042578529567),72,GL8,8,124,0,0,129079.4167,643864.1845
Point (129069.16661221094545908 664957.9775909436866641),2606,LY21,21,2452,0,0,129069.1666,664957.9776
Point (129065.86160393756290432 664490.57981325453147292),2504,LY15,15,2445,0,0,129065.8616,664490.5798
Point (129054.11499845064827241 664108.42519531981088221),2747,US26,26,2687,0,0,129054.115,664108.4252
Point (129053.52400004454830196 643006.0454747254261747),501,UK23,23,520,0,0,129053.524,643006.0455
Point (129050.68814977446163539 663388.32059080817271024),2936,US20,20,2681,0,0,129050.6881,663388.3206
Point (129036.47649401154194493 663747.26177087752148509),2745,US24,24,2685,0,0,129036.4765,663747.2618
Point (129031.21078602656780276 666972.48449674807488918),1963,CP56,56,2143,0,0,129031.2108,666972.4845
Point (129029.6172014959884109 656579.18421948642935604),31,LN22,22,11,0,0,129029.6172,656579.1842
Point (129026.52033011621097103 664784.35512512596324086),2605,LY20,20,2451,0,0,129026.5203,664784.3551
Point (129005.68629321480693761 642132.93979281117208302),110,KB1,1,116,0,0,129005.6863,642132.9398
Point (129005.24406811817607377 667369.95914402976632118),2137,AO82,82,1951,0,0,129005.2441,667369.9591
Point (128998.9330006457894342 674051.61865338624920696),1678,AN29,29,1877,0,0,128998.933,674051.6187
Point (128997.56278048135573044 675853.96023585682269186),2121,AN40,40,1887,0,0,128997.5628,675853.9602
Point (128993.96978029258025344 668289.5086812797235325),1696,BU11,11,2039,0,0,128993.9698,668289.5087
Point (128986.09021451302396599 673486.47528029792010784),1778,AN22,22,1871,0,0,128986.0902,673486.4753
Point (128981.94143396307481453 667811.28661456704139709),2139,AO85,85,1953,0,0,128981.9414,667811.2866
Point (128975.99772587878396735 666346.69859281810931861),2046,AO32,32,1916,0,0,128975.9977,666346.6986
Point (128975.39462590118637308 664382.2966694951755926),2501,LY12,12,2442,0,0,128975.3946,664382.2967
Point (128974.2116763227240881 673750.58215395850129426),1777,AN20,20,1870,0,0,128974.2117,673750.5822
Point (128968.8279160228848923 656251.35207675595302135),2084,LN34,34,1478,0,0,128968.8279,656251.3521
Point (128952.55489077212405391 664565.77566834096796811),2505,LY16,16,2446,0,0,128952.5549,664565.7757
Point (128950.40771573172241915 643877.82449910719878972),73,GL9,9,125,0,0,128950.4077,643877.8245
Point (128944.03141591680468991 643623.33377803873736411),137,GL10,10,139,0,0,128944.0314,643623.3338
Point (128927.33130581099248957 663905.42504652892239392),2851,US30,30,2691,0,0,128927.3313,663905.425
Point (128927.23621407414611895 658493.99178885645233095),562,AL3,3,570,0,0,128927.2362,658493.9918
Point (128912.33810096568777226 664848.77283947682008147),2481,LY11,11,2441,0,0,128912.3381,664848.7728
Point (128906.34199562467983924 643011.2698109153425321),500,UK22,22,519,0,0,128906.342,643011.2698
Point (128898.44594451610464603 657978.80639544024597853),517,AL11,11,560,0,0,128898.4459,657978.8064
Point (128893.60366997410892509 673241.14358899020589888),1776,AN2,2,1869,0,0,128893.6037,673241.1436
Point (128885.72082231157401111 664156.27978070999961346),2802,LY3,3,2461,0,0,128885.7208,664156.2798
Point (128884.85782093768648338 664361.51265463745221496),2502,LY13,13,2443,0,0,128884.8578,664361.5127
Point (128873.91165245536831208 663619.08101381710730493),2744,US23,23,2684,0,0,128873.9117,663619.081
Point (128871.89027420865022577 643984.54921681527048349),74,GL20,20,126,0,0,128871.8903,643984.5492
Point (128868.51746292487950996 665282.03791688056662679),2519,LY29,29,2460,0,0,128868.5175,665282.0379
