wkt_geom,fid,FIELD_ID,SINGLE_NUM,OID_T,SHAPE_AREA,SHAPE_LEN,xcoord,ycoord
Point (139887.04974929365562275 666755.06352186016738415),1465,KL16,16,1339,0,0,139887.0497,666755.0635
Point (139886.50193359851255082 667189.64789960696361959),1120,KP30,30,1430,0,0,139886.5019,667189.6479
Point (139880.18685052165528759 668651.04637799225747585),1313,FL4,4,1151,0,0,139880.1869,668651.0464
Point (139878.77047280743136071 668870.83650538767687976),1256,FL23,23,1134,0,0,139878.7705,668870.8365
Point (139857.90947926789522171 663853.01558030163869262),2077,NG19,19,1681,0,0,139857.9095,663853.0156
Point (139849.70647293896763586 662575.18972094275522977),2314,NG27,27,1690,0,0,139849.7065,662575.1897
Point (139841.7851193867973052 667026.35557372565381229),871,KP49,49,1450,0,0,139841.7851,667026.3556
Point (139823.60123543240479194 662753.23916654207278043),2315,NG28,28,1691,0,0,139823.6012,662753.2392
Point (139814.44519121822668239 668426.53380013001151383),1436,FL3,3,1141,0,0,139814.4452,668426.5338
Point (139812.03302957618143409 661229.98518415389116853),1346,KG5,5,1327,0,0,139812.033,661229.9852
Point (139795.0286112752801273 669002.03542696963995695),1241,FL21,21,1132,0,0,139795.0286,669002.0354
Point (139786.6469822951767128 666305.30521180352661759),1453,KL29,29,1353,0,0,139786.647,666305.3052
Point (139785.51249228423694149 666955.55417084041982889),1119,KP29,29,1429,0,0,139785.5125,666955.5542
Point (139779.03995694013428874 665929.57813755364622921),1277,KO37,37,1407,0,0,139779.04,665929.5781
Point (139778.81470730615546927 669429.81556746340356767),1348,FL28,28,1139,0,0,139778.8147,669429.8156
Point (139773.58863394902436994 669076.64422902767546475),1240,FL20,20,1131,0,0,139773.5886,669076.6442
Point (139770.6982859791314695 665572.39269511064048856),1073,KO25,25,1395,0,0,139770.6983,665572.3927
Point (139763.09319823508849367 645657.30856742372270674),364,LG19,19,414,0,0,139763.0932,645657.3086
Point (139758.76810782062239014 664501.73936350550502539),1276,KO36,36,1406,0,0,139758.7681,664501.7394
Point (139754.96471183028188534 665061.57333460089284927),996,KO29,29,1399,0,0,139754.9647,665061.5733
Point (139733.89329943267512135 662046.93995879834983498),1953,NG38,38,1699,0,0,139733.8933,662046.94
Point (139733.73779265623306856 666843.9080505280289799),1118,KP28,28,1428,0,0,139733.7378,666843.9081
Point (139728.78693639708217233 665342.95292847708333284),1075,KO27,27,1397,0,0,139728.7869,665342.9529
Point (139727.16622378537431359 646709.88672072102781385),440,LG15,15,410,0,0,139727.1662,646709.8867
Point (139715.45080657012294978 668835.45659506507217884),1384,FL7,7,1154,0,0,139715.4508,668835.4566
Point (139714.55992123272153549 664843.80958185892086476),999,KO32,32,1402,0,0,139714.5599,664843.8096
Point (139714.112423080165172 663331.25774328166153282),2290,NG22,22,1685,0,0,139714.1124,663331.2577
Point (139695.1903494339203462 667020.5490627548424527),869,KP47,47,1448,0,0,139695.1903,667020.5491
Point (139689.61420492333127186 666724.62603945308364928),1508,KP27,27,1427,0,0,139689.6142,666724.626
Point (139672.13261942003737204 666939.22653029765933752),870,KP48,48,1449,0,0,139672.1326,666939.2265
Point (139662.32251655685831793 662684.14804996899329126),2316,NG29,29,1692,0,0,139662.3225,662684.148
Point (139658.63105439691571519 665835.82674082287121564),1278,KO38,38,1408,0,0,139658.6311,665835.8267
Point (139651.81722279376117513 663678.05350796738639474),2080,NG21,21,1684,0,0,139651.8172,663678.0535
Point (139622.39447964812279679 666858.57420607330277562),1358,KP26,26,1426,0,0,139622.3945,666858.5742
Point (139619.98899658443406224 669215.5445534986210987),1154,FL18,18,1128,0,0,139619.989,669215.5446
Point (139606.95343106106156483 646572.930604113265872),439,LG14,14,409,0,0,139606.9534,646572.9306
Point (139606.1294261870207265 662939.33780881646089256),575,NG35,35,530,0,0,139606.1294,662939.3378
Point (139601.94408585634664632 664579.74521361826919019),1002,KO35,35,1405,0,0,139601.9441,664579.7452
Point (139582.80700483752298169 661409.49574063660111278),1191,KG3,3,1316,0,0,139582.807,661409.4957
Point (139578.96641421737149358 645538.59394110937137157),367,LG21,21,417,0,0,139578.9664,645538.5939
Point (139578.14685144333634526 666046.30542799166869372),1279,KO41,41,1409,0,0,139578.1469,666046.3054
Point (139555.04254027068964206 646462.07106954453047365),438,LG13,13,408,0,0,139555.0425,646462.0711
Point (139552.70466481344192289 668551.84464918030425906),1382,FL5,5,1152,0,0,139552.7047,668551.8446
Point (139551.0732190650596749 660589.39662693149875849),1423,KG7,7,1329,0,0,139551.0732,660589.3966
Point (139537.58422463020542637 668950.1037011060398072),1340,FL17,17,1127,0,0,139537.5842,668950.1037
Point (139533.12661802751244977 661540.24522241530939937),1299,KG2,2,1305,0,0,139533.1266,661540.2452
Point (139527.38481083104852587 664818.24199291900731623),998,KO31,31,1401,0,0,139527.3848,664818.242
Point (139513.88585210463497788 668271.26734177325852215),1117,FL10,10,1120,0,0,139513.8859,668271.2673
Point (139511.39767231047153473 661584.12995643867179751),1217,KG1,1,1296,0,0,139511.3977,661584.13
Point (139511.28412746416870505 665366.22442118264734745),1074,KO26,26,1396,0,0,139511.2841,665366.2244
Point (139492.41763619531411678 668684.02813754335511476),1383,FL6,6,1153,0,0,139492.4176,668684.0281
Point (139490.08728763461112976 665128.51212864567060024),1076,KO28,28,1398,0,0,139490.0873,665128.5121
Point (139466.12615699431626126 662224.36035043222364038),1933,NG37,37,1698,0,0,139466.1262,662224.3604
Point (139446.77475720885558985 645537.15779976279009134),366,LG20,20,416,0,0,139446.7748,645537.1578
Point (139425.22805493080522865 667229.05617105180863291),1121,KP31,31,1431,0,0,139425.2281,667229.0562
Point (139420.0587923965358641 667800.59241966775152832),1311,FL38,38,1149,0,0,139420.0588,667800.5924
Point (139406.07425041423994116 666065.32990693836472929),1231,KM40,40,1386,0,0,139406.0743,666065.3299
Point (139404.90701490407809615 661103.37830278428737074),1328,KG4,4,1326,0,0,139404.907,661103.3783
Point (139399.80727448681136593 645853.86139612377155572),362,LG17,17,412,0,0,139399.8073,645853.8614
Point (139392.83298468342400156 664208.17343514168169349),576,KO42,42,531,0,0,139392.833,664208.1734
Point (139390.59920995382708497 668967.3703986790496856),1339,FL16,16,1126,0,0,139390.5992,668967.3704
Point (139380.58626109350007027 665918.28062899620272219),710,KM19,19,1378,0,0,139380.5863,665918.2806
Point (139368.77314547868445516 658480.1212456765351817),1327,KG38,38,1325,0,0,139368.7731,658480.1212
Point (139367.15349374205106869 665605.91738217778038234),978,KM20,20,1380,0,0,139367.1535,665605.9174
Point (139357.28793254256015643 664543.42979495006147772),1001,KO34,34,1404,0,0,139357.2879,664543.4298
Point (139345.93432134832255542 666237.96759736456442624),1210,KP25,25,1425,0,0,139345.9343,666237.9676
Point (139321.75038459824281745 646352.60368891607504338),436,LG11,11,406,0,0,139321.7504,646352.6037
Point (139311.92576198297319934 665299.87709155306220055),980,KM22,22,1382,0,0,139311.9258,665299.8771
Point (139303.73226611755671911 664835.97519918030593544),997,KO30,30,1400,0,0,139303.7323,664835.9752
Point (139293.45869755631429143 646100.63718424830585718),437,LG12,12,407,0,0,139293.4587,646100.6372
Point (139292.26890829487820156 660725.30544028652366251),1422,KG6,6,1328,0,0,139292.2689,660725.3054
Point (139290.96363768738228828 645615.52226542925927788),363,LG18,18,413,0,0,139290.9636,645615.5223
Point (139290.45142375249997713 668427.62134730571415275),1192,FL11,11,1121,0,0,139290.4514,668427.6213
Point (139275.06665726017672569 661623.24377376318443567),815,CN1,1,825,0,0,139275.0667,661623.2438
Point (139265.11882841103943065 668735.48166572372429073),1309,FL15,15,1125,0,0,139265.1188,668735.4817
Point (139247.05705362264416181 660144.02615412638988346),1424,KG8,8,1330,0,0,139247.0571,660144.0262
Point (139244.44307802958064713 668022.20509695936925709),1140,FL34,34,1145,0,0,139244.4431,668022.2051
Point (139205.07457012488157488 665928.32239185459911823),709,KM18,18,1377,0,0,139205.0746,665928.3224
Point (139183.02341772918589413 668583.84366506582591683),1308,FL14,14,1124,0,0,139183.0234,668583.8437
Point (139180.84786752343643457 660918.49458515970036387),750,CN4,4,849,0,0,139180.8479,660918.4946
Point (139178.80191188518074341 664554.62738400755915791),1000,KO33,33,1403,0,0,139178.8019,664554.6274
Point (139155.66680492402520031 665172.42867840500548482),981,KM24,24,1383,0,0,139155.6668,665172.4287
Point (139123.44259345825412311 668482.48408988863229752),1193,FL12,12,1122,0,0,139123.4426,668482.4841
Point (139119.90728415769990534 666279.66883253259584308),1248,KP23,23,1423,0,0,139119.9073,666279.6688
Point (139111.12274871137924492 666031.494767957017757),925,KP22,22,1422,0,0,139111.1227,666031.4948
Point (139100.56086514738854021 661190.25800193892791867),20,CN3,3,7,0,0,139100.5609,661190.258
Point (139084.25784095819108188 660948.08417429262772202),751,CN5,5,850,0,0,139084.2578,660948.0842
Point (139072.23232550386455841 660795.769165737205185),752,CN6,6,851,0,0,139072.2323,660795.7692
Point (139065.59916696869186126 661088.30432182352524251),2393,CN2,2,3100,0,0,139065.5992,661088.3043
Point (139050.89411595545243472 667422.50976429076399654),1438,FL31,31,1143,0,0,139050.8941,667422.5098
Point (139036.54799836152233183 660221.76211254787631333),1218,KG10,10,1297,0,0,139036.548,660221.7621
Point (139035.41874388037831523 668354.08036201656796038),1307,FL13,13,1123,0,0,139035.4187,668354.0804
Point (139030.1475041817757301 660628.01197052025236189),753,CN7,7,852,0,0,139030.1475,660628.012
Point (139029.59026792168151587 664606.84246133849956095),724,KM16,16,1375,0,0,139029.5903,664606.8425
Point (139015.10155413954635151 665721.81819877994712442),725,KM17,17,1376,0,0,139015.1016,665721.8182
Point (138986.87038809026125818 665430.8249573897337541),496,KM39,39,543,0,0,138986.8704,665430.825
Point (138979.45945885925902985 646097.44420262868516147),484,LG8,8,432,0,0,138979.4595,646097.4442
Point (138966.22174344974337146 666454.56364888185635209),1209,KP24,24,1424,0,0,138966.2217,666454.5636
Point (138953.19091212388593704 645526.01218171883374453),483,LG7,7,431,0,0,138953.1909,645526.0122
Point (138948.40169348844210617 665903.84160859091207385),1090,KP10,10,1411,0,0,138948.4017,665903.8416
Point (138940.50723248289432377 664321.4986214751843363),1273,KM43,43,1387,0,0,138940.5072,664321.4986
Point (138938.6562852215138264 646432.59702167741488665),435,LG10,10,405,0,0,138938.6563,646432.597
Point (138919.67999446592875756 660262.65583976171910763),1425,KG9,9,1331,0,0,138919.68,660262.6558
Point (138917.10452047665603459 660542.06686429830733687),754,CN8,8,853,0,0,138917.1045,660542.0669
Point (138887.74522435967810452 664951.95054170477669686),723,KM15,15,1374,0,0,138887.7452,664951.9505
Point (138887.06547564617358148 664027.6367017844459042),1274,KM44,44,1388,0,0,138887.0655,664027.6367
Point (138885.59066857845755294 645826.21994636429008096),481,LG5,5,429,0,0,138885.5907,645826.2199
Point (138869.69799383435747586 666628.20746746810618788),989,KP38,38,1438,0,0,138869.698,666628.2075
Point (138858.67193360938108526 665280.20765120314899832),1072,KM9,9,1394,0,0,138858.6719,665280.2077
Point (138835.31542772598913871 660374.66577976895496249),755,CN9,9,854,0,0,138835.3154,660374.6658
Point (138814.65253666619537398 661359.8664236954646185),747,CN34,34,846,0,0,138814.6525,661359.8664
Point (138804.10494635842042044 645611.15075151948258281),411,LG31,31,427,0,0,138804.1049,645611.1508
Point (138770.86870817857561633 665606.06466707470826805),947,KM5,5,1390,0,0,138770.8687,665606.0647
Point (138750.50083297729725018 664510.18695923569612205),722,KM14,14,1373,0,0,138750.5008,664510.187
Point (138744.49903987930156291 665467.32473234727513045),1230,KM4,4,1385,0,0,138744.499,665467.3247
Point (138732.70416975641273893 666615.65797946159727871),988,KP37,37,1437,0,0,138732.7042,666615.658
Point (138730.9912000002223067 647240.32020272233057767),219,BY26,26,234,0,0,138730.9912,647240.3202
Point (138729.27815148141235113 666003.76662704173941165),959,KP9,9,1455,0,0,138729.2782,666003.7666
Point (138723.7303685462102294 665770.31968892691656947),969,KP34,34,1434,0,0,138723.7304,665770.3197
Point (138716.86912657687207684 645849.92169824428856373),482,LG6,6,430,0,0,138716.8691,645849.9217
Point (138674.88939643176854588 666440.45723281847313046),987,KP36,36,1436,0,0,138674.8894,666440.4572
Point (138670.99995943403337151 666797.63072049105539918),990,KP39,39,1439,0,0,138671,666797.6307
Point (138651.87469918149872683 660431.1274655987508595),816,CN10,10,826,0,0,138651.8747,660431.1275
Point (138644.64713015590677969 659986.66861838777549565),1293,KG12,12,1299,0,0,138644.6471,659986.6686
Point (138637.762896115105832 646631.10923124325927347),1,LG9,9,22,0,0,138637.7629,646631.1092
Point (138622.55870932893594727 667626.97189174161758274),1437,FL30,30,1142,0,0,138622.5587,667626.9719
Point (138607.1491529630147852 646890.78561197593808174),218,BY25,25,233,0,0,138607.1492,646890.7856
Point (138605.3354802267276682 664713.2457812363281846),721,KM13,13,1372,0,0,138605.3355,664713.2458
Point (138592.94008071266580373 664996.15891338174697012),707,KM11,11,1370,0,0,138592.9401,664996.1589
Point (138590.30469094798900187 665227.38083006767556071),1071,KM8,8,1393,0,0,138590.3047,665227.3808
Point (138582.77534713043132797 663761.04496819712221622),839,EK52,52,1051,0,0,138582.7753,663761.045
Point (138552.35114514888846315 664268.04922965669538826),946,KM45,45,1389,0,0,138552.3511,664268.0492
Point (138543.80100895761279389 666239.56059367919806391),838,KP17,17,1417,0,0,138543.801,666239.5606
Point (138542.54849343691603281 645809.97381869296077639),410,LG3,3,426,0,0,138542.5485,645809.9738
Point (138512.89509655511938035 666457.22414501185994595),970,KP35,35,1435,0,0,138512.8951,666457.2241
Point (138489.12512034745304845 665625.29283150844275951),968,KP33,33,1433,0,0,138489.1251,665625.2928
Point (138483.32086162679479457 666065.3756008151685819),836,KP15,15,1415,0,0,138483.3209,666065.3756
Point (138481.22329080675262958 645333.84532947570551187),409,LG29,29,425,0,0,138481.2233,645333.8453
Point (138472.85312553367111832 665171.92571708094328642),979,KM21,21,1381,0,0,138472.8531,665171.9257
Point (138467.31827967849676497 660032.76468621904496104),1219,KG11,11,1298,0,0,138467.3183,660032.7647
Point (138465.23051254052552395 666958.30723732872866094),1093,KP40,40,1441,0,0,138465.2305,666958.3072
Point (138434.12923306741868146 665391.11327279452234507),982,KM3,3,1384,0,0,138434.1292,665391.1133
Point (138432.69348364975303411 646169.0875038628000766),480,LG4,4,428,0,0,138432.6935,646169.0875
Point (138424.49766554942470975 660202.51887542987242341),817,CN11,11,827,0,0,138424.4977,660202.5189
Point (138419.23325189333991148 665777.87463496357668191),958,KP8,8,1454,0,0,138419.2333,665777.8746
Point (138415.31978033139603212 667817.72074767551384866),638,BM33,33,669,0,0,138415.3198,667817.7207
Point (138383.91927006823243573 645540.18472671555355191),434,LG1,1,404,0,0,138383.9193,645540.1847
Point (138370.84165924234548584 661523.83541097957640886),748,CN35,35,847,0,0,138370.8417,661523.8354
Point (138354.67078137607313693 645213.05902528227306902),2,LG30,30,23,0,0,138354.6708,645213.059
Point (138353.99255023041041568 666519.71911840839311481),902,KP20,20,1420,0,0,138353.9926,666519.7191
Point (138351.2344208357098978 665071.98341394646558911),967,KM7,7,1392,0,0,138351.2344,665071.9834
Point (138336.06458954527624883 646717.56770139280706644),220,BY27,27,235,0,0,138336.0646,646717.5677
Point (138335.18445322988554835 666262.45183004846330732),837,KP16,16,1416,0,0,138335.1845,666262.4518
Point (138332.80359696343657561 665906.83190409233793616),835,KP14,14,1414,0,0,138332.8036,665906.8319
Point (138332.55949655213044025 645779.15747560048475862),365,LG2,2,415,0,0,138332.5595,645779.1575
Point (138327.99177391798002645 664651.59152967855334282),708,KM12,12,1371,0,0,138327.9918,664651.5915
Point (138317.00347014062572271 668031.20830939873121679),640,BM35,35,671,0,0,138317.0035,668031.2083
Point (138305.6433490703930147 659515.85427368257660419),1125,KG35,35,1322,0,0,138305.6433,659515.8543
Point (138293.18697080516722053 660008.41547229944262654),1126,KG36,36,1323,0,0,138293.187,660008.4155
Point (138285.09523862166679464 660745.54804089572280645),749,CN36,36,848,0,0,138285.0952,660745.548
Point (138275.15759955698740669 664856.85208878491539508),1506,KM10,10,1369,0,0,138275.1576,664856.8521
Point (138268.70818933061673306 665415.26142429793253541),711,KM2,2,1379,0,0,138268.7082,665415.2614
Point (138268.61482548169442452 658286.06780385761521757),1326,KG37,37,1324,0,0,138268.6148,658286.0678
Point (138256.11026388133177534 665727.9604354768525809),957,KP7,7,1453,0,0,138256.1103,665727.9604
Point (138243.14528178671025671 667612.81070622021798044),637,BM32,32,668,0,0,138243.1453,667612.8107
